git@github.com:apache/commons-io.git,ee8dd0679c60c67599260a3c653b4bebb3b137f1
git@github.com:apache/commons-crypto.git,4736f5c7a7a1ca51d72d0ff3a1bc7cedb298e136
git@github.com:apache/commons-text.git,50bfffe72683a7d3816e809edc22f1022bc7a27f
git@github.com:apache/commons-email.git,6a7d25313f4eb1e23da380bcb7c2b668748fe331
git@github.com:apache/commons-net.git,a41c349ee88ef16c8a1f88529f76a744f275bb65
git@github.com:apache/commons-collections.git,0244eef9ab31d2ff48b9518e3abd14d6f88d7171
git@github.com:apache/commons-lang.git,8b6fdad38981e362bd0d2aff36558bc262d188f7
git@github.com:dom4j/dom4j.git,e34db9e802c13993c9ce58420371ca19dd86c126
git@github.com:google/gson.git,569279fada1f623732ca4836404954d8cf8ca89c
git@github.com:google/guava.git,0fbeb88713105e26c4e18041083d6d7242ae1657
git@github.com:hibernate/hibernate-orm.git,2b39aaeafdb15e8ed610585fca8f2259d8d364f1
git@github.com:hibernate/hibernate-validator.git,0c8827cb1e2fd48683a41a7f82081ad989c27c25
git@github.com:apache/httpcomponents-client.git,c8b60aedc68b775ccb1efdac72f84d4295afd663
git@github.com:JodaOrg/joda-time.git,7088d772689b751d3e182833970290d05311bf35
git@github.com:json-path/JsonPath.git,45333e0a310af70ad48d34d306da30af1e8e6314
git@github.com:junit-team/junit-framework.git,e364b496133d70c757b842718aa86fad550c50d3
git@github.com:apache/logging-log4j2.git,13e37d85ce79b4562a1efff0bcc6a91b9d1529f3
git@github.com:spring-projects/spring-boot.git,c069e924fc14bc90709024d92c209591496b1c7a
git@github.com:x-stream/xstream.git,198fe3e221a1cdde18cc76cd90f468409733fd7d
